Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:

Point (26.9037, -201.4906, 1864.2808) connects to:
    Branch Segment 2
    Branch Segment 5

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz       Dfit       Dmin       Dmax          C         Dh         Xh        Scf       Area          E
   27.7765  -202.7915  1865.0474     0.6610    -0.6657     0.3463     0.1354    -0.3481    -0.9276     0.7380     0.6601    -0.1400     7.9329     4.9724    12.0106     0.0513     7.0961     0.5908    26.8515    47.6351     0.8222
   27.8654  -202.8811  1865.0935     0.6623    -0.6678     0.3398     0.2338    -0.2467    -0.9405     0.7119     0.7023    -0.0072     7.7773     4.6772    11.7351     0.0534     6.9397     0.5914    26.3893    45.7831     0.8206
   27.9617  -202.9782  1865.1423     0.6642    -0.6696     0.3324     0.2482    -0.2219    -0.9430     0.7052     0.7088     0.0188     7.6038     4.3638    11.5319     0.0544     6.7394     0.5844    25.9528    43.7268     0.8200
   28.0651  -203.0824  1865.1933     0.6667    -0.6713     0.3237     0.2989    -0.1570    -0.9413     0.6827     0.7243     0.0960     7.3824     3.9498    11.2570     0.0639     6.4695     0.5747    25.5924    41.3927     0.8201
   28.1752  -203.1932  1865.2459     0.6690    -0.6732     0.3149     0.1759    -0.2682    -0.9472     0.7221     0.6891    -0.0610     7.0895     3.3696    10.6297     0.0488     6.1501     0.5786    25.0478    38.5114     0.8132
   28.2915  -203.3103  1865.2998     0.6708    -0.6758     0.3055     0.1904    -0.2411    -0.9516     0.7167     0.6965    -0.0331     6.7818     2.8310     9.9023     0.0668     5.8630     0.5921    24.4426    35.8266     0.8013
   28.4136  -203.4333  1865.3543     0.6733    -0.6780     0.2948     0.2680    -0.1479    -0.9520     0.6891     0.7200     0.0821     6.6190     3.8295     9.0910     0.0554     5.9161     0.6508    22.6289    33.4689     0.7766
   28.5411  -203.5616  1865.4090     0.6760    -0.6801     0.2837     0.1985    -0.2027    -0.9589     0.7096     0.7046    -0.0020     6.3502     4.1453     7.8997     0.0689     5.8377     0.7390    21.1765    30.9053     0.7354
   28.6735  -203.6948  1865.4632     0.6786    -0.6827     0.2710     0.1836    -0.1995    -0.9625     0.7112     0.7029    -0.0100     6.0848     4.2009     7.4048     0.0658     5.6928     0.7688    20.0157    28.4862     0.6906
   28.8103  -203.8324  1865.5164     0.6815    -0.6850     0.2576     0.2381    -0.1254    -0.9631     0.6920     0.7177     0.0776     5.8511     4.1218     7.1527     0.0721     5.5716     0.7790    19.0154    26.4866     0.6297
   28.9512  -203.9739  1865.5681     0.6844    -0.6871     0.2438     0.1705    -0.1742    -0.9698     0.7088     0.7054    -0.0021     5.6123     4.0743     6.9048     0.0667     5.4000     0.7821    18.1585    24.5138     0.5367
   29.0956  -204.1189  1865.6179     0.6868    -0.6900     0.2286     0.1288    -0.1939    -0.9725     0.7154     0.6973    -0.0443     5.3821     4.0396     6.6556     0.0826     5.2402     0.7873    17.2798    22.6372     0.4182
   29.2430  -204.2670  1865.6651     0.6896    -0.6923     0.2125     0.2204    -0.0789    -0.9722     0.6899     0.7173     0.0981     5.1828     3.9362     6.3418     0.0712     5.0630     0.7983    16.6095    21.0234     0.3112
   29.3931  -204.4175  1865.7095     0.6928    -0.6940     0.1959     0.1651    -0.1117    -0.9799     0.7019     0.7113     0.0372     4.9868     3.8624     6.0350     0.0859     4.8851     0.8095    15.9553    19.4857     0.2701
   29.5455  -204.5701  1865.7505     0.6954    -0.6963     0.1778     0.1080    -0.1433    -0.9838     0.7105     0.7033    -0.0244     4.7987     3.7054     5.7383     0.0819     4.7182     0.8222    15.3037    18.0514     0.3488
   29.6996  -204.7244  1865.7878     0.6979    -0.6983     0.1591     0.1528    -0.0719    -0.9856     0.6997     0.7122     0.0565     4.6447     3.4954     5.5269     0.0894     4.5732     0.8274    14.7844    16.9030     0.4183
   29.8552  -204.8799  1865.8210     0.7010    -0.6995     0.1392     0.1554    -0.0407    -0.9870     0.6960     0.7135     0.0802     4.5260     3.3865     5.4376     0.0919     4.4369     0.8160    14.4537    16.0324     0.4648
   30.0119  -205.0361  1865.8498     0.7034    -0.7008     0.1189     0.0776    -0.0905    -0.9929     0.7066     0.7076    -0.0092     4.4100     3.2700     5.3405     0.0925     4.3063     0.8063    14.1079    15.1881     0.5096
   30.1692  -205.1928  1865.8740     0.7053    -0.7022     0.0976     0.0999    -0.0378    -0.9943     0.7019     0.7110     0.0434     4.2941     3.2236     5.1765     0.0997     4.1777     0.8071    13.7761    14.3882     0.5452
   30.3269  -205.3496  1865.8933     0.7077    -0.7025     0.0753     0.1154     0.0097    -0.9933     0.6970     0.7116     0.0880     4.1579     3.1924     4.8355     0.1008     4.0053     0.8283    13.4639    13.4818     0.5645
   30.4847  -205.5060  1865.9076     0.7096    -0.7026     0.0532     0.0582    -0.0168    -0.9982     0.7022     0.7114     0.0290     3.9986     3.1690     4.7282     0.0991     3.8857     0.8218    12.8342    12.4674     0.6076
   30.6423  -205.6619  1865.9169     0.7110    -0.7026     0.0304     0.0590     0.0166    -0.9981     0.7007     0.7114     0.0532     3.8385     3.0253     4.6803     0.1069     3.6034     0.7699    12.9133    11.6331     0.6662
   30.7994  -205.8169  1865.9210     0.7125    -0.7017     0.0068     0.0684     0.0599    -0.9959     0.6983     0.7100     0.0907     3.7833     3.0619     4.6364     0.1075     3.5884     0.7740    12.4377    11.1580     0.6898
   30.9559  -205.9707  1865.9199     0.7138    -0.7001    -0.0168     0.0466     0.0715    -0.9964     0.6988     0.7105     0.0836     3.7634     3.0595     4.6402     0.1084     3.6087     0.7777    12.1401    10.9524     0.6903
   31.1116  -206.1231  1865.9137     0.7148    -0.6982    -0.0399     0.0326     0.0903    -0.9954     0.6986     0.7102     0.0873     3.7303     2.9544     4.6422     0.1042     3.5799     0.7712    12.0126    10.7509     0.6887
   31.2663  -206.2739  1865.9026     0.7155    -0.6958    -0.0629     0.0268     0.1173    -0.9927     0.6981     0.7086     0.1026     3.6980     2.8870     4.6425     0.1098     3.5498     0.7646    11.9058    10.5657     0.6854
   31.4199  -206.4229  1865.8866     0.7161    -0.6927    -0.0861     0.0245     0.1482    -0.9886     0.6976     0.7058     0.1231     3.6770     2.8444     4.6279     0.1087     3.5297     0.7627    11.8471    10.4541     0.6811
   31.5724  -206.5700  1865.8659     0.7165    -0.6891    -0.1080     0.0202     0.1753    -0.9843     0.6972     0.7031     0.1395     3.6590     2.7993     4.6111     0.0991     3.4909     0.7571    11.8874    10.3744     0.6787
   31.7236  -206.7150  1865.8409     0.7167    -0.6853    -0.1293    -0.0096     0.1757    -0.9844     0.6974     0.7067     0.1193     3.6457     2.7259     4.5167     0.1060     3.4665     0.7675    11.9135    10.3246     0.6756
   31.8735  -206.8579  1865.8117     0.7169    -0.6810    -0.1494     0.0402     0.2543    -0.9663     0.6960     0.6867     0.2097     3.6209     2.6681     4.3709     0.0910     3.4842     0.7971    11.6491    10.1469     0.6920
   32.0222  -206.9986  1865.7788     0.7173    -0.6762    -0.1681    -0.0032     0.2381    -0.9712     0.6968     0.6972     0.1686     3.6049     2.6117     4.3153     0.0957     3.4717     0.8045    11.5712    10.0429     0.7046
   32.1696  -207.1370  1865.7424     0.7179    -0.6709    -0.1857     0.0792     0.3438    -0.9357     0.6916     0.6570     0.2999     3.6039     2.5724     4.4289     0.0832     3.4631     0.7819    11.5795    10.0252     0.7181
   32.3159  -207.2731  1865.7030     0.7185    -0.6658    -0.2011    -0.0083     0.2808    -0.9597     0.6955     0.6912     0.1962     3.6162     2.5781     4.5497     0.0761     3.4693     0.7625    11.6241    10.0820     0.7229
   32.4610  -207.4070  1865.6610     0.7195    -0.6605    -0.2147     0.1463     0.4464    -0.8828     0.6789     0.6038     0.4178     3.6233     2.5893     4.6558     0.0707     3.4607     0.7433    11.6870    10.1113     0.7215
   32.6052  -207.5386  1865.6168     0.7212    -0.6546    -0.2268     0.1054     0.4272    -0.8980     0.6847     0.6237     0.3771     3.6251     2.6042     4.7471     0.0644     3.4582     0.7285    11.7166    10.1295     0.7145
   32.7484  -207.6679  1865.5708     0.7228    -0.6493    -0.2365     0.2028     0.5265    -0.8257     0.6606     0.5489     0.5122     3.6295     2.6261     4.7402     0.0489     3.4593     0.7298    11.7360    10.1494     0.7101
   32.8908  -207.7951  1865.5236     0.7253    -0.6441    -0.2430     0.3815     0.6699    -0.6370     0.5730     0.3693     0.7316     3.5914     2.6637     4.3054     0.0398     3.4297     0.7966    11.6397     9.9802     0.6839
   33.0326  -207.9202  1865.4757     0.7287    -0.6383    -0.2483     0.3976     0.6894    -0.6055     0.5576     0.3425     0.7561     3.5083     2.7064     4.2377     0.0481     3.3550     0.7917    11.3820     9.5467     0.6488
   33.1740  -208.0432  1865.4273     0.7324    -0.6330    -0.2508     0.6710     0.7336     0.1079     0.1157    -0.2473     0.9620     3.5418     2.7496     4.2288     0.0291     3.4015     0.8044    11.4401     9.7283     0.6543
   33.3150  -208.1643  1865.3792     0.7366    -0.6283    -0.2503     0.6563     0.7534     0.0403     0.1633    -0.1940     0.9673     3.5830     2.7719     4.2306     0.0368     3.4600     0.8179    11.5208     9.9656     0.6610
   33.4559  -208.2836  1865.3316     0.7416    -0.6232    -0.2484     0.6600     0.6111     0.4370    -0.1205    -0.4880     0.8645     3.6250     2.7975     4.2485     0.0425     3.5046     0.8249    11.6297    10.1893     0.6707
   33.5969  -208.4012  1865.2850     0.7473    -0.6185    -0.2429     0.5728     0.4143     0.7073    -0.3368    -0.6677     0.6639     3.6633     2.8614     4.2740     0.0562     3.5470     0.8299    11.7367    10.4074     0.6804
   33.7380  -208.5171  1865.2400     0.7533    -0.6140    -0.2358     0.5854     0.4624     0.6659    -0.2998    -0.6397     0.7078     3.6943     2.9218     4.3473     0.0542     3.5758     0.8225    11.8322    10.5775     0.6868
   33.8795  -208.6315  1865.1967     0.7600    -0.6092    -0.2263     0.4960     0.3186     0.8078    -0.4200    -0.7261     0.5443     3.7201     2.9695     4.4787     0.0806     3.5999     0.8038    11.9089    10.7178     0.6897
   34.0216  -208.7445  1865.1557     0.7667    -0.6052    -0.2143     0.4295     0.2354     0.8718    -0.4772    -0.7604     0.4405     3.7408     3.0079     4.5997     0.0738     3.6152     0.7860    11.9880    10.8347     0.6911
   34.1643  -208.8563  1865.1172     0.7737    -0.6009    -0.2006     0.4505     0.2991     0.8412    -0.4455    -0.7412     0.5021     3.7531     3.0412     4.6703     0.0984     3.6199     0.7751    12.0527    10.9073     0.6894
   34.3079  -208.9668  1865.0816     0.7814    -0.5961    -0.1847     0.3856     0.2285     0.8939    -0.4907    -0.7697     0.4084     3.7602     3.0758     4.7454     0.1004     3.6192     0.7627    12.0896    10.9387     0.6840
   34.4526  -209.0763  1865.0491     0.7884    -0.5919    -0.1677     0.3568     0.2178     0.9084    -0.5012    -0.7760     0.3829     3.7552     3.0651     4.7710     0.1043     3.6179     0.7583    12.0865    10.9318     0.6763
   34.5983  -209.1848  1865.0199     0.7954    -0.5874    -0.1494     0.3390     0.2268     0.9130    -0.5024    -0.7769     0.3795     3.7462     3.0162     4.7927     0.1146     3.6067     0.7525    12.0750    10.8876     0.6661
   34.7453  -209.2924  1864.9942     0.8026    -0.5821    -0.1299     0.3382     0.2647     0.9031    -0.4913    -0.7688     0.4094     3.7150     2.9754     4.6999     0.1180     3.5731     0.7603    11.9991    10.7187     0.6468
   34.8937  -209.3991  1864.9721     0.8091    -0.5772    -0.1100     0.2642     0.1902     0.9455    -0.5249    -0.7941     0.3064     3.6722     2.9432     4.4569     0.1160     3.5497     0.7965    11.8286    10.4971     0.6249
   35.0434  -209.5051  1864.9537     0.8150    -0.5725    -0.0895     0.2696     0.2379     0.9331    -0.5130    -0.7846     0.3482     3.6249     2.9197     4.2261     0.1215     3.5137     0.8314    11.6632    10.2452     0.6042
   35.1947  -209.6105  1864.9391     0.8209    -0.5670    -0.0683     0.2493     0.2481     0.9361    -0.5139    -0.7855     0.3450     3.5719     2.9053     3.9945     0.1232     3.4726     0.8694    11.4619     9.9507     0.5836
   35.3475  -209.7152  1864.9283     0.8260    -0.5616    -0.0487     0.2383     0.2696     0.9330    -0.5109    -0.7823     0.3565     3.5156     2.9000     3.9652     0.1035     3.4244     0.8636    11.2699     9.6481     0.5670
   35.5018  -209.8193  1864.9210     0.8307    -0.5559    -0.0292     0.2186     0.2775     0.9355    -0.5120    -0.7836     0.3520     3.4680     2.9030     4.0853     0.1201     3.3780     0.8269    11.1163     9.3877     0.5641
   35.6577  -209.9228  1864.9174     0.8349    -0.5503    -0.0098     0.1873     0.2674     0.9452    -0.5175    -0.7910     0.3263     3.4365     2.8737     4.2208     0.1006     3.3418     0.7917    11.0132     9.2009     0.5869
   35.8151  -210.0258  1864.9172     0.8386    -0.5447     0.0075     0.2108     0.3371     0.9176    -0.5023    -0.7679     0.3975     3.4029     2.7524     4.3597     0.0962     3.2972     0.7563    10.9257     9.0059     0.6107
   35.9741  -210.1283  1864.9202     0.8420    -0.5390     0.0243     0.1604     0.2931     0.9425    -0.5151    -0.7897     0.3332     3.3727     2.5545     4.4672     0.0955     3.2535     0.7283    10.8548     8.8290     0.6209
   36.1344  -210.2302  1864.9263     0.8450    -0.5333     0.0391     0.2264     0.4230     0.8774    -0.4844    -0.7326     0.4782     3.3617     2.4718     4.5795     0.0746     3.2088     0.7007    10.9202     8.7603     0.6370
   36.2962  -210.3316  1864.9350     0.8477    -0.5279     0.0521     0.1498     0.3324     0.9312    -0.5088    -0.7816     0.3609     3.3463     2.3304     4.6961     0.0759     3.1561     0.6721    11.0041     8.6824     0.6568
   36.4592  -210.4325  1864.9462     0.8499    -0.5230     0.0640     0.1938     0.4233     0.8850    -0.4900    -0.7398     0.4611     3.3360     2.1618     4.7974     0.0600     3.1285     0.6521    11.0067     8.6085     0.6796
   36.6234  -210.5329  1864.9595     0.8524    -0.5177     0.0737     0.2386     0.5105     0.8261    -0.4653    -0.6866     0.5587     3.3388     2.2279     4.9114     0.0581     3.1547     0.6423    10.8841     8.5841     0.6988
   36.7886  -210.6326  1864.9746     0.8545    -0.5129     0.0819     0.1993     0.4695     0.8602    -0.4796    -0.7187     0.5034     3.3426     2.2825     4.9919     0.0429     3.1668     0.6344    10.8595     8.5974     0.7141
   36.9547  -210.7318  1864.9911     0.8564    -0.5089     0.0874     0.3397     0.6828     0.6469    -0.3889    -0.5242     0.7576     3.3489     2.2724     5.0788     0.0304     3.1790     0.6259    10.8501     8.6231     0.7200
   37.1215  -210.8304  1865.0085     0.8584    -0.5047     0.0915     0.3220     0.6691     0.6697    -0.3993    -0.5455     0.7369     3.3474     2.2446     5.1220     0.0332     3.1802     0.6209    10.8349     8.6143     0.7252
   37.2889  -210.9283  1865.0266     0.8606    -0.5007     0.0936     0.5059     0.8615    -0.0432    -0.0590     0.0845     0.9947     3.3331     2.1993     5.1675     0.0224     3.1649     0.6125    10.7980     8.5436     0.7264
   37.4567  -211.0255  1865.0448     0.8623    -0.4977     0.0932     0.5061     0.8418    -0.1878     0.0150     0.2091     0.9778     3.3134     2.1216     5.1624     0.0138     3.1431     0.6088    10.7405     8.4395     0.7220
   37.6247  -211.1221  1865.0628     0.8642    -0.4948     0.0912     0.4299     0.6319    -0.6449     0.2614     0.5965     0.7588     3.2940     2.0622     5.1698     0.0282     3.1289     0.6052    10.6882     8.3606     0.7121
   37.7927  -211.2179  1865.0801     0.8661    -0.4923     0.0866     0.2391     0.2558    -0.9367     0.4390     0.8320     0.3393     3.2761     2.0717     5.1581     0.0311     3.1152     0.6039    10.6287     8.2776     0.7071
   37.9606  -211.3131  1865.0963     0.8676    -0.4907     0.0805     0.2223     0.2380    -0.9455     0.4448     0.8382     0.3156     3.2469     2.0965     5.1421     0.0362     3.0845     0.5998    10.5515     8.1365     0.7093
   38.1280  -211.4075  1865.1111     0.8694    -0.4887     0.0727     0.2170     0.2456    -0.9448     0.4439     0.8372     0.3196     3.2436     2.0484     5.1183     0.0496     3.0142     0.5889    10.7234     8.0807     0.7245
   38.2949  -211.5011  1865.1241     0.8707    -0.4878     0.0625     0.0406    -0.0553    -0.9976     0.4901     0.8712    -0.0283     3.2689     1.9022     5.0614     0.0594     2.9316     0.5792    11.1445     8.1677     0.7455
   38.4610  -211.5941  1865.1349     0.8718    -0.4873     0.0506     0.1355     0.1406    -0.9807     0.4708     0.8619     0.1886     3.3229     2.0772     5.0046     0.0667     3.0600     0.6114    10.9910     8.4080     0.7818
   38.6262  -211.6863  1865.1432     0.8726    -0.4870     0.0365    -0.0018    -0.0779    -0.9970     0.4884     0.8699    -0.0689     3.3677     2.0576     4.9947     0.0838     3.0897     0.6186    11.1303     8.5972     0.8045
   38.7902  -211.7779  1865.1486     0.8728    -0.4877     0.0211     0.0198    -0.0078    -0.9998     0.4877     0.8730     0.0029     3.4263     2.1176     5.0407     0.0806     3.1237     0.6197    11.3634     8.8739     0.8163
   38.9528  -211.8688  1865.1510     0.8726    -0.4884     0.0040    -0.0323    -0.0659    -0.9973     0.4873     0.8701    -0.0733     3.4842     2.2416     5.1104     0.1029     3.1340     0.6133    11.6269     9.1096     0.8223
   39.1140  -211.9592  1865.1500     0.8716    -0.4900    -0.0147    -0.0769    -0.1070    -0.9913     0.4841     0.8651    -0.1309     3.5135     2.2957     5.1178     0.1012     3.1597     0.6174    11.7182     9.2566     0.8259
   39.2735  -212.0491  1865.1455     0.8701    -0.4916    -0.0350    -0.0705    -0.0539    -0.9961     0.4878     0.8692    -0.0816     3.5332     2.3767     4.9288     0.1216     3.1863     0.6465    11.7953     9.3958     0.8181
   39.4312  -212.1385  1865.1372     0.8676    -0.4942    -0.0562    -0.1694    -0.1875    -0.9675     0.4676     0.8489    -0.2464     3.5823     2.4293     4.8339     0.1155     3.2333     0.6689    11.9949     9.6957     0.8046
   39.5870  -212.2277  1865.1252     0.8643    -0.4970    -0.0777    -0.1320    -0.0750    -0.9884     0.4854     0.8645    -0.1304     3.6446     2.4731     4.7540     0.1291     3.3134     0.6970    12.1364    10.0531     0.7952
   39.7407  -212.3165  1865.1093     0.8602    -0.5000    -0.1009    -0.2128    -0.1721    -0.9618     0.4635     0.8488    -0.2544     3.7086     2.5079     4.7150     0.1376     3.3965     0.7204    12.2767    10.4244     0.7917
   39.8923  -212.4053  1865.0894     0.8544    -0.5046    -0.1242    -0.2601    -0.2084    -0.9428     0.4499     0.8378    -0.3093     3.7774     2.5281     4.7721     0.1394     3.4564     0.7243    12.4885    10.7913     0.7891
   40.0416  -212.4942  1865.0656     0.8482    -0.5088    -0.1472    -0.2503    -0.1401    -0.9580     0.4668     0.8494    -0.2462     3.8290     2.5384     4.9602     0.1367     3.4877     0.7031    12.6854    11.0606     0.7833
   40.1886  -212.5831  1865.0380     0.8411    -0.5134    -0.1701    -0.3275    -0.2332    -0.9156     0.4304     0.8258    -0.3643     3.8717     2.5334     5.1543     0.1444     3.5203     0.6830    12.8321    11.2931     0.7773
   40.3333  -212.6724  1865.0066     0.8323    -0.5195    -0.1932    -0.3615    -0.2447    -0.8997     0.4201     0.8187    -0.3915     3.9069     2.5065     5.3590     0.1496     3.5661     0.6655    12.9140    11.5133     0.7686
   40.4755  -212.7622  1864.9715     0.8230    -0.5258    -0.2150    -0.4019    -0.2714    -0.8745     0.4015     0.8061    -0.4347     3.9499     2.4945     5.5703     0.1370     3.6283     0.6514    13.0027    11.7945     0.7624
   40.6154  -212.8527  1864.9330     0.8130    -0.5327    -0.2351    -0.4474    -0.3130    -0.8378     0.3727     0.7863    -0.4928     3.9975     2.4802     5.7713     0.1379     3.6784     0.6374    13.1418    12.0853     0.7607
   40.7528  -212.9440  1864.8913     0.8017    -0.5405    -0.2551    -0.4818    -0.3319    -0.8110     0.3537     0.7731    -0.5265     4.0465     2.4574     5.9905     0.1471     3.7273     0.6222    13.3022    12.3953     0.7640
